id,site_id,site_latitude,site_longitude,city,country,date,hour,sulphurdioxide_so2_column_number_density,sulphurdioxide_so2_column_number_density_amf,sulphurdioxide_so2_slant_column_number_density,sulphurdioxide_cloud_fraction,sulphurdioxide_sensor_azimuth_angle,sulphurdioxide_sensor_zenith_angle,sulphurdioxide_solar_azimuth_angle,sulphurdioxide_solar_zenith_angle,sulphurdioxide_so2_column_number_density_15km,month,carbonmonoxide_co_column_number_density,carbonmonoxide_h2o_column_number_density,carbonmonoxide_cloud_height,carbonmonoxide_sensor_altitude,carbonmonoxide_sensor_azimuth_angle,carbonmonoxide_sensor_zenith_angle,carbonmonoxide_solar_azimuth_angle,carbonmonoxide_solar_zenith_angle,nitrogendioxide_no2_column_number_density,nitrogendioxide_tropospheric_no2_column_number_density,nitrogendioxide_stratospheric_no2_column_number_density,nitrogendioxide_no2_slant_column_number_density,nitrogendioxide_tropopause_pressure,nitrogendioxide_absorbing_aerosol_index,nitrogendioxide_cloud_fraction,nitrogendioxide_sensor_altitude,nitrogendioxide_sensor_azimuth_angle,nitrogendioxide_sensor_zenith_angle,nitrogendioxide_solar_azimuth_angle,nitrogendioxide_solar_zenith_angle,formaldehyde_tropospheric_hcho_column_number_density,formaldehyde_tropospheric_hcho_column_number_density_amf,formaldehyde_hcho_slant_column_number_density,formaldehyde_cloud_fraction,formaldehyde_solar_zenith_angle,formaldehyde_solar_azimuth_angle,formaldehyde_sensor_zenith_angle,formaldehyde_sensor_azimuth_angle,uvaerosolindex_absorbing_aerosol_index,uvaerosolindex_sensor_altitude,uvaerosolindex_sensor_azimuth_angle,uvaerosolindex_sensor_zenith_angle,uvaerosolindex_solar_azimuth_angle,uvaerosolindex_solar_zenith_angle,ozone_o3_column_number_density,ozone_o3_column_number_density_amf,ozone_o3_slant_column_number_density,ozone_o3_effective_temperature,ozone_cloud_fraction,ozone_sensor_azimuth_angle,ozone_sensor_zenith_angle,ozone_solar_azimuth_angle,ozone_solar_zenith_angle,uvaerosollayerheight_aerosol_height,uvaerosollayerheight_aerosol_pressure,uvaerosollayerheight_aerosol_optical_depth,uvaerosollayerheight_sensor_zenith_angle,uvaerosollayerheight_sensor_azimuth_angle,uvaerosollayerheight_solar_azimuth_angle,uvaerosollayerheight_solar_zenith_angle,cloud_cloud_fraction,cloud_cloud_top_pressure,cloud_cloud_top_height,cloud_cloud_base_pressure,cloud_cloud_base_height,cloud_cloud_optical_depth,cloud_surface_albedo,cloud_sensor_azimuth_angle,cloud_sensor_zenith_angle,cloud_solar_azimuth_angle,cloud_solar_zenith_angle,pm2_5
id_1bvsfcr7h5,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-11-18,12,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,0.00030969068978594245,0.8276614928205773,0.00018758476689004512,0.4161781350044279,29.98783768454737,-149.59949815007366,59.221986230509906,70.86886751336148,-0.05003382333685516,828731.0674767646,70.86886751336148,59.221986230509906,-149.59949815007366,29.98783768454737,0.11568030117693605,3.0332982336455894,0.3562447529643727,227.4064836642066,0.420556786530368,70.86886751336148,59.221986230509906,-149.59949815007366,29.98783768454737,,,,,,,,,,,,,,,,,,,76.04192307692307
id_stc0uavy0y,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-11-23,12,,,,,,,,,,11.0,0.046392410993577556,3539.9025878907396,3955.3640136720032,828805.7500000269,69.91158294677736,54.14389419555664,-148.9579315185547,31.481571197509766,,,,,,,,,,,,,0.0003016666742041713,1.3621969223022488,0.0003410204080864794,0.413242459297181,31.50151252746582,-148.92942810058594,53.88600540161133,71.61996459960938,-0.2434866726398466,828814.9999999993,71.61996459960938,53.88600540161133,-148.92942810058594,31.50151252746582,0.11359188705682777,2.866767883300787,0.3315743207931525,228.08078002929733,0.4151813685894021,71.61996459960938,53.88600540161133,-148.92942810058594,31.50151252746582,,,,,,,,0.41517770290376455,73086.28125000298,2889.2314453126182,81258.60937500332,1889.231445312577,10.30795955658001,0.12825903296471167,71.61995697021484,53.88591384887696,-148.9293975830078,31.501529693603516,21.05057692307692
id_01y6kp1otv,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-11-24,13,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3118371963500748,829092.8749999856,-95.86602020263672,65.5120849609375,-127.58740234375001,45.34986495971679,0.11449991911649504,3.588108539581236,0.41234916448592424,228.55737304687102,0.6947755813598512,-95.86602020263672,65.5120849609375,-127.58740234375001,45.34986495971679,,,,,,,,0.6937358975410745,41285.14843750169,7361.937011719051,47000.98046875192,6361.93701171901,14.01767158508358,0.1394221931695995,-95.86602020263672,65.51226043701173,-127.58736419677734,45.34992599487305,32.4414
id_ywrt8af2vz,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-11-25,13,0.000786972581408939,0.5315766930580282,0.0004183363053016477,0.2588981091976235,-97.81485748291016,49.51506423950195,-131.56787109375,41.787128448486335,0.0001665715535637036,11.0,,,,,,,,,8.39682033984013e-05,4.9249087169302086e-05,3.4719116229099225e-05,0.00014158709382173053,9582.67715636934,0.6176548600197004,0.14461703598499687,829096.3750000222,-97.81485748291016,49.51506423950195,-131.56787109375,41.787128448486335,0.00031313716317527836,0.8872550725937128,0.00022080058988649992,0.2588981091976235,41.787128448486335,-131.56787109375,49.51506423950195,-97.81485748291016,0.6176503896713422,829096.3750000222,-97.81485748291016,49.51506423950195,-131.56787109375,41.787128448486335,0.11493517458439183,2.8105845451355735,0.32754433155060697,227.27870178223267,0.2614834308624338,-97.81485748291016,49.51506423950195,-131.56787109375,41.787128448486335,,,,,,,,0.2696765236014912,39930.24341882242,7723.730152299454,45408.8223161741,6723.730152299414,9.435505754288652,0.1554463608579219,-97.82788754116008,49.40750819611854,-131.58666294228541,41.76798148846468,41.1905
id_76sl9izbxs,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-01,13,-0.00015211796562653656,1.070448040962263,-0.00016283437435050228,0.23289309442044256,-99.75719451904297,32.20887756347656,-136.19874572753906,39.80863189697266,-7.091141742421604e-05,12.0,0.050850853323938114,2098.551757812568,546.665344238299,829148.1875000269,-97.55123138427734,32.15169906616211,-136.19825744628906,39.79793930053711,0.00014413661847357295,0.000109253021946647,3.488358561298952e-05,0.00020729044626933437,7311.869140625298,0.35290470719338907,0.12967978417873913,829158.6875000339,-99.75719451904297,32.20887756347656,-136.19874572753906,39.80863189697266,0.00026991835329682735,1.4664479494095448,0.00034060375764967404,0.23289309442044256,39.80863189697266,-136.19874572753906,32.20887756347656,-99.75719451904297,0.35291278362275613,829158.6875000339,-99.75719451904297,32.20887756347656,-136.19874572753906,39.80863189697266,0.11792438477278237,2.476155281066996,0.29589271545411366,234.1863098144627,0.2392296344041922,-99.75719451904297,32.20887756347656,-136.19874572753906,39.80863189697266,,,,,,,,,,,,,,,,,,,57.286
id_tgv1i3r7g7,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-04,12,2.1503006792045242e-05,0.8590275645256059,1.8471675502951294e-05,0.15349620580673248,70.82251739501953,59.59482192993165,-154.61131286621094,31.918498992919933,6.691708676953581e-06,12.0,0.05571560189127825,2560.1804199218304,0.9999999999999826,828899.7499999856,69.14302062988281,59.91214370727539,-154.67645263671875,31.88950347900391,0.00016343800234608385,0.00013064226368442205,3.279573866166181e-05,0.000287822360405699,8614.476191648673,0.718020617961885,0.11161257326602958,828909.3125000016,70.82251739501953,59.59482192993165,-154.61131286621094,31.918498992919933,0.0001496613840572539,1.108379364013674,0.00010120256774825996,0.15349620580673248,31.918498992919933,-154.61131286621094,59.59482192993165,70.82251739501953,0.7180290222167983,828909.3125000016,70.82251739501953,59.59482192993165,-154.61131286621094,31.918498992919933,0.1193271949887278,3.0858464241027894,0.3740428388118751,230.50773620605514,0.1556813269853595,70.82251739501953,59.59482192993165,-154.61131286621094,31.918498992919933,,,,,,,,,,,,,,,,,,,65.54374999999999
id_0v6zmpff84,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-05,13,0.00029395234762027143,0.6596335478459542,0.00019699830659968887,0.23832370734989633,-96.41405882970422,61.04972315046151,-131.63229634158486,44.41958108369561,2.6601708168019148e-05,12.0,,,,,,,,,0.00014187747425983325,0.00011216480188383434,3.13255172263763e-05,0.0002094823368353515,8614.462630985223,0.6210995589443692,0.1503266519672681,829215.6475018834,-96.42609652568666,60.95633994704325,-131.65349508806344,44.395230256437365,0.000164920125308853,0.7589044363099517,7.879652055666514e-05,0.25480204071017687,44.40166339304836,-131.64351429344464,60.98796150241875,-96.42257533715087,0.6210996983847807,829215.6475018834,-96.42609652568666,60.95633994704325,-131.65349508806344,44.395230256437365,0.11771790669918704,3.300647807349343,0.3909558169384382,226.97635156500073,0.2843259017812278,-96.42609652568666,60.95633994704325,-131.65349508806344,44.395230256437365,,,,,,,,0.5671474190794555,39640.76039963967,7792.556949595503,45347.730397175044,6792.557393003935,13.086506428486464,0.21571945987185762,-96.45345278355994,60.706004521009454,-131.73516884442594,44.34601908548013,88.922
id_i631zjoit6,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-06,13,2.7047495778900962e-05,0.7301815775498933,1.9749582935347112e-05,0.2594857523600604,-98.73684692382812,41.57336425781249,-135.96376037597656,41.00943374633789,-6.429339476023289e-05,12.0,0.05981208723164773,7648.034136978057,4414.173315193379,829200.432869439,-96.90465545654298,41.18341827392578,-135.99508666992188,40.93440246582031,0.00017664190036152696,0.00014496123820072746,3.1680665576612665e-05,0.0002156384652761313,8614.471323348658,0.2447002462913283,0.15891107893345616,829211.6874999907,-98.77007830517843,41.28318595621901,-136.0088473160107,40.969103356748775,0.00031179075327878147,0.7967303925185175,0.0001933117127936409,0.3327607030120443,40.969103356748775,-136.0088473160107,41.28318595621901,-98.77007830517843,0.2446744560196077,829211.6874999907,-98.77007830517843,41.28318595621901,-136.0088473160107,40.969103356748775,0.11667725524905721,2.6079137973371997,0.30903253785912893,230.87406511669428,0.3347512437729532,-98.77007830517843,41.28318595621901,-136.0088473160107,40.969103356748775,,,,,,,,,,,,,,,,,,,40.1494
id_il4m9rsmpi,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-09,12,,,,,,,,,,12.0,0.054174095392227284,2615.896972656255,953.3162841796894,828974.6250000016,69.90511322021484,54.14584732055664,-153.587158203125,32.910831451416016,,,,,,,,,,,,,0.0003104792897006961,1.407576701663679,0.0003682361913694465,0.44082111792937323,32.86394500732421,-153.65829467773438,54.232574462890625,71.5715103149414,0.6001294971248368,828984.2499999854,71.57813696487275,54.17809656687604,-153.64238782700207,32.87430653481082,0.11300801428946337,2.8845642401731033,0.3315962615202428,230.42120697112276,0.4615979919652806,71.57813696487275,54.17809656687604,-153.64238782700207,32.87430653481082,,,,,,,,0.4491809606552308,79031.01562500323,2171.2509765625887,88276.78906250361,1171.2509765625477,9.900321960449624,0.139709725975996,71.5715103149414,54.232479095458984,-153.65826416015625,32.86396408081055,82.063
id_l2z05k2vlo,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-10,13,0.0005553491132245549,0.5178597551783103,0.0002873316184941265,0.26825797170208054,-95.89093543426594,65.30700941708767,-131.51054692422682,45.459400545818326,0.00010366177388846887,12.0,0.0595607683062543,4444.498535156173,3008.9562988280727,829242.4374999856,-94.26329040527344,65.36795043945312,-131.48985290527344,45.45632553100586,0.00011912239812353845,8.646473469181672e-05,3.265766577498837e-05,0.00020680729167554433,9582.69004450719,0.8115108958551442,0.17022595425521161,829268.0040650871,-95.89093543426594,65.30700941708767,-131.51054692422682,45.459400545818326,0.0004719999972575598,0.7285355197642271,0.0002854143544282898,0.26825797170208054,45.459400545818326,-131.51054692422682,65.30700941708767,-95.89093543426594,0.8115031521289002,829268.0040650871,-95.89093543426594,65.30700941708767,-131.51054692422682,45.459400545818326,0.11486406721262857,3.584543237500278,0.4129947886002553,227.520579863997,0.2692203451441988,-95.89093543426594,65.30700941708767,-131.51054692422682,45.459400545818326,,,,,,,,0.2683512858715746,59439.252189055675,4528.639656866123,66911.15089106592,3528.639868969156,4.244845253497683,0.23209687326676134,-95.88875518659188,65.30710477575533,-131.5196556210134,45.46555264206286,32.27076923076923
id_ryq1feotwa,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-11,13,-4.480286951941417e-06,0.5972243955563763,-3.960469934607767e-06,0.1500081738856073,-97.87024553227096,49.08408539228298,-135.62361962894343,42.00072339567909,-1.5339061143237061e-06,12.0,0.054753289202610744,2480.502345988506,2150.1619175577616,829248.8216407273,-96.1501090059463,49.00409663075736,-135.64710015735457,41.98842068477617,0.00013953735505542185,0.00010759397624347056,3.194337646157258e-05,0.00021174357399429683,8614.460609496587,0.2512088986958956,0.06397565549423985,829266.2500000015,-97.87024553227096,49.08408539228298,-135.62361962894343,42.00072339567909,0.0001327159186174265,0.8331749188589054,5.208397764308385e-05,0.1500081738856073,42.00072339567909,-135.62361962894343,49.08408539228298,-97.87024553227096,0.2512139696950445,829266.2500000015,-97.87024553227096,49.08408539228298,-135.62361962894343,42.00072339567909,0.11433413819995977,2.803572908337422,0.325267755056668,230.81786310890737,0.15192066065947563,-97.87024553227096,49.08408539228298,-135.62361962894343,42.00072339567909,,,,,,,,0.20639206469059834,79226.60156250323,2146.9047851563378,88628.21093750362,1146.9047851562968,8.97668361663855,0.17555923759938002,-97.89691925048828,48.86326217651367,-135.66452026367188,41.96389389038086,202.8704
id_mrvvpvu603,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-12,13,,,,,,,,,,12.0,0.053721200674771326,2061.060058593714,2931.582275390574,829228.9374999856,-97.71563720703125,20.591804504394535,-140.4913787841797,38.83891677856445,0.00010124442633241435,6.854178354842602e-05,3.2702642783988335e-05,0.00013392032997217056,8614.465704859294,-0.31693121790885986,0.1482432633638385,829239.5000000016,-100.92606353759766,20.573408126831055,-140.48458862304688,38.82802200317383,0.00046134393778629693,0.7615348696708695,0.00029339935281314015,0.4121378362178811,38.82802200317383,-140.48458862304688,20.573408126831055,-100.92606353759766,-0.31693634390831055,829239.5000000016,-100.92606353759766,20.573408126831055,-140.48458862304688,38.82802200317383,0.11482304334640527,2.3535082340240527,0.2748773097991949,232.47016906738327,0.41423225402832115,-100.92606353759766,20.573408126831055,-140.48458862304688,38.82802200317383,,,,,,,,,,,,,,,,,,,289.46403846153845
id_8ex60wgj56,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-13,13,-0.00016323010938019614,0.49344610708130354,-8.0488240883002e-05,0.0,75.67796073239876,18.212349005608456,-146.09892482934396,36.02022150880559,-3.684106259102061e-05,12.0,,,,,,,,,8.679572256940288e-05,5.425581228659675e-05,3.253990664482724e-05,0.0001342947908097139,8614.462774434427,0.25940987554168654,0.0,829154.0768694254,75.67796073239876,18.212349005608456,-146.09892482934396,36.02022150880559,0.0003354857300022391,0.8125141234694907,0.00021082520323973043,0.0,36.02022150880559,-146.09892482934396,18.212349005608456,75.67796073239876,0.2593992872930386,829154.0768694254,75.67796073239876,18.212349005608456,-146.09892482934396,36.02022150880559,0.11394030937283398,2.29154723443979,0.2653600316962107,234.98922823071482,0.0,75.67796073239876,18.212349005608456,-146.09892482934396,36.02022150880559,,,,,,,,,,,,,,,,,,,172.0956
id_wqwe60fvip,6531a46a89b3300013914a36,6.53257,3.39936,Lagos,Nigeria,2023-12-14,12,-0.0002939845726359527,0.4934784770011719,-0.00014507505693472385,0.0,72.44721221923828,47.56370162963868,-152.5858917236328,33.645740509033196,-5.777118713012683e-05,12.0,0.05488601304639953,1917.7488172504318,4.442167445770877,829040.9963445304,70.70038810631827,47.4520184956805,-152.5243065256154,33.68763577225864,7.790191011735881e-05,4.47413840447536e-05,3.3160529710584025e-05,0.0001515462645329479,7311.86914062473,1.3718987703322858,0.029766621068118903,829050.6874999694,72.44721221923828,47.56370162963868,-152.5858917236328,33.645740509033196,0.0002671971451491019,0.8341806530952145,0.00015697638445998893,0.0,33.645740509033196,-152.5858917236328,47.56370162963868,72.44721221923828,1.3719009160994977,829050.6874999694,72.44721221923828,47.56370162963868,-152.5858917236328,33.645740509033196,0.11489035934209399,2.6717979907988516,0.31245443224905767,236.58793640135843,0.0,72.44721221923828,47.56370162963868,-152.5858917236328,33.645740509033196,,,,,,,,,,,,,,,,,,,166.29886363636365
